vulnerability,capture_date,totalcount,exploit_source,exploit_type,exploit_platform,exploit_vendor,exploit_attack,cwe,cpe,vulnerable_cities,vulnerable_services,cvss_source,cvss3_basescore,cvss3_severity,cvss3_impactscore,cvss3_exploitabilityscore,cvss3_attackvector,cvss3_attackcomplexity,cvss3_privilegesrequired,cvss3_userinteraction,cvss3_scope,cvss3_confidentiality ,cvss3_integrity,cvss3_availability,cvss2_basescore,cvss2_severity,cvss2_impactscore,cvss2_exploitabilityscore,cvss2_attackvector,cvss2_attackcomplexity,cvss2_authentication,cvss2_confidentiality ,cvss2_integrity,cvss2_availability
CVE-2018-20148,11/14/2020,78705,NVD,"remote,webapps",Wordpress,Wordpress,Object Injection,502,cpe:2.3:a:wordpress:wordpresscpe:2.3:a:wordpress:wordpresscpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2018-20149,11/14/2020,78708,NVD,"remote,webapps","Wordpress,Apache HTTP Server","Wordpress,Apache",Cross-Site Scripting,79,cpe:2.3:a:wordpress:wordpresscpe:2.3:a:wordpress:wordpresscpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,5.4,MEDIUM,2.7,2.3,Network,Low,Low,Required,Changed,Low,Low,Low,3.5,LOW,2.9,6.8,Network,Medium,Single,None,Partial,None
CVE-2018-20150,11/14/2020,78707,NVD,"remote,webapps",Wordpress,Wordpress,Cross-Site Scripting,79,cpe:2.3:a:wordpress:wordpresscpe:2.3:a:wordpress:wordpresscpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2018-20151,11/14/2020,78708,"NVD,WordPress","remote,webapps",Wordpress,Wordpress,User Activation Screen Search Engine Indexing,200,cpe:2.3:a:wordpress:wordpresscpe:2.3:a:wordpress:wordpresscpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,High,High,None,5,MEDIUM,2.9,10,Network,Low,None,Partial,None,None
CVE-2018-20152,11/14/2020,78708,"NVD,WordPress","remote,webapps",Wordpress,Wordpress,Authenticated Post Type Bypass,20,cpe:2.3:a:wordpress:wordpresscpe:2.3:a:wordpress:wordpresscpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.5,MEDIUM,3.6,2.8,Network,Low,Low,None,Unchanged,None,None,High,4,MEDIUM,2.9,8,Network,Low,Single,None,Partial,None
CVE-2018-20153,11/14/2020,78708,NVD,"remote,webapps",Wordpress,Wordpress,Cross-Site Scripting,79,cpe:2.3:a:wordpress:wordpresscpe:2.3:a:wordpress:wordpresscpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,5.4,MEDIUM,2.7,2.3,Network,Low,Low,Required,Changed,Low,Low,Low,3.5,LOW,2.9,6.8,Network,Medium,Single,None,Partial,None
CVE-2018-20685,11/14/2020,316528,NVD,remote,OpenSSH,Openbsd,Unauthorised Access,284,cpe:2.3:a:openbsd:opensshcpe:2.3:a:winscp:winscpcpe:2.3:a:netapp:cloud_backup:-cpe:2.3:a:netapp:element_software:-cpe:2.3:a:netapp:ontap_select_deploy:-cpe:2.3:a:netapp:steelstore_cloud_integrated_storage:-cpe:2.3:a:netapp:storage_automation_store:-cpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0cpe:2.3:o:canonical:ubuntu_linux:14.04cpe:2.3:o:canonical:ubuntu_linux:16.04cpe:2.3:o:canonical:ubuntu_linux:18.04cpe:2.3:o:canonical:ubuntu_linux:18.10cpe:2.3:o:redhat:enterprise_linux:7.0cpe:2.3:o:oracle:solaris:10,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",OpenSSH,NVD,5.3,MEDIUM,3.6,1.6,Network,High,None,Required,Unchanged,None,None,High,2.6,LOW,2.9,4.9,Network,High,None,None,Partial,None
CVE-2018-20783,11/14/2020,3163689,NVD,remote,PHP ,php,Buffer Over-Read,125,cpe:2.3:a:php:phpcpe:2.3:a:php:phpcpe:2.3:a:php:phpcpe:2.3:a:php:phpcpe:2.3:o:opensuse:leap:42.3,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,High,High,None,5,MEDIUM,2.9,10,Network,Low,None,Partial,None,None
CVE-2018-2911,11/14/2020,513,NVD,remote,Oracle Glassfish Server,Oracle,Unauthorised Access,284,cpe:2.3:a:oracle:glassfish_server:3.1.2,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",,NVD,8.3,HIGH,5.5,2.8,Network,Low,None,Required,Unchanged,High,High,Low,6.8,MEDIUM,6.4,8.6,Network,Medium,None,Partial,Partial,Partial
CVE-2018-3152,11/14/2020,513,NVD,"remote,dos",Oracle Glassfish Server,Oracle,Denial of Service,284,cpe:2.3:a:oracle:glassfish_server:3.1.2,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",,NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,None,None,High,5,MEDIUM,2.9,10,Network,Low,None,None,None,Partial
CVE-2018-5407,11/14/2020,856619,Shodan.io,local,Intel,Intel,Microarchitecture,200,cpe:2.3:o:canonical:ubuntu_linux:14.04cpe:2.3:o:canonical:ubuntu_linux:16.04cpe:2.3:o:canonical:ubuntu_linux:18.04cpe:2.3:o:canonical:ubuntu_linux:18.10cpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0cpe:2.3:a:nodejs:node.jscpe:2.3:a:nodejs:node.jscpe:2.3:a:nodejs:node.jscpe:2.3:a:openssl:opensslcpe:2.3:a:openssl:opensslcpe:2.3:a:tenable:nessuscpe:2.3:a:oracle:api_gateway:11.1.2.4.0cpe:2.3:a:oracle:application_server:0.9.8cpe:2.3:a:oracle:application_server:1.0.0cpe:2.3:a:oracle:application_server:1.0.1cpe:2.3:a:oracle:enterprise_manager_base_platform:12.1.0.5.0cpe:2.3:a:oracle:enterprise_manager_base_platform:13.2.0.0.0cpe:2.3:a:oracle:enterprise_manager_base_platform:13.3.0.0.0cpe:2.3:a:oracle:enterprise_manager_ops_center:12.3.3cpe:2.3:a:oracle:mysql_enterprise_backupcpe:2.3:a:oracle:mysql_enterprise_backupcpe:2.3:a:oracle:peoplesoft_enterprise_peopletools:8.55cpe:2.3:a:oracle:peoplesoft_enterprise_peopletools:8.56cpe:2.3:a:oracle:peoplesoft_enterprise_peopletools:8.57cpe:2.3:a:oracle:primavera_p6_enterprise_project_portfolio_management:8.4cpe:2.3:a:oracle:primavera_p6_enterprise_project_portfolio_management:15.1cpe:2.3:a:oracle:primavera_p6_enterprise_project_portfolio_management:15.2cpe:2.3:a:oracle:primavera_p6_enterprise_project_portfolio_management:16.1cpe:2.3:a:oracle:primavera_p6_enterprise_project_portfolio_management:16.2cpe:2.3:a:oracle:primavera_p6_enterprise_project_portfolio_managementcpe:2.3:a:oracle:primavera_p6_enterprise_project_portfolio_management:18.8cpe:2.3:a:oracle:tuxedo:12.1.1.0.0cpe:2.3:a:oracle:vm_virtualboxcpe:2.3:o:redhat:enterprise_linux_desktop:7.0cpe:2.3:o:redhat:enterprise_linux_server:7.0cpe:2.3:o:redhat:enterprise_linux_server:7.6cpe:2.3:o:redhat:enterprise_linux_server_aus:7.6cpe:2.3:o:redhat:enterprise_linux_server_eus:7.6cpe:2.3:o:redhat:enterprise_linux_server_tus:7.6cpe:2.3:o:redhat:enterprise_linux_workstation:7.0,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,MongoDB",NVD,4.7,MEDIUM,3.6,1,Local,High,Low,None,Unchanged,High,None,None,1.9,LOW,2.9,3.4,Local,Medium,None,Partial,None,None
CVE-2018-6376,11/14/2020,254,NVD,"remote,webapps",Joomla!,Joomla,SQL Injection,89,cpe:2.3:a:joomla:joomla\!,"London,Dublin,Amsterdam,Mumbai,Montreal","Apache httpd,nginx,Microsoft IIS httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2018-6377,11/14/2020,254,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,79,cpe:2.3:a:joomla:joomla\!,"London,Dublin,Amsterdam,Mumbai,Montreal","Apache httpd,nginx,Microsoft IIS httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2018-6378,11/14/2020,254,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,79,cpe:2.3:a:joomla:joomla\!,"London,Dublin,Amsterdam,Mumbai,Montreal","Apache httpd,nginx,Microsoft IIS httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2018-6379,11/14/2020,254,Shodan.io,"local,webapps",Joomla!,Joomla,"Buffer Overflow,Cross-Site Scripting",79,cpe:2.3:a:joomla:joomla\!,"London,Dublin,Amsterdam,Mumbai,Montreal","Apache httpd,nginx,Microsoft IIS httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2018-6380,11/14/2020,254,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,79,cpe:2.3:a:joomla:joomla\!,"London,Dublin,Amsterdam,Mumbai,Montreal","Apache httpd,nginx,Microsoft IIS httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2018-6389,11/14/2020,628,NVD,"remote,dos,webapps",Wordpress,Wordpress,Denial of Service,400,cpe:2.3:a:wordpress:wordpress,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Mumbai,Paris,Montreal","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,None,None,None,5,MEDIUM,2.9,10,Network,Low,None,None,None,Partial
CVE-2018-6789,11/14/2020,76153,Shodan.io,remote,Exim,Exim,Code Execution,119,cpe:2.3:a:exim:eximcpe:2.3:o:debian:debian_linux:7.0cpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0cpe:2.3:o:canonical:ubuntu_linux:14.04cpe:2.3:o:canonical:ubuntu_linux:16.04cpe:2.3:o:canonical:ubuntu_linux:17.10,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",Exim smtpd,NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2018-7584,11/14/2020,200033,NVD,"remote,webapps",PHP,php,Buffer Under-Read,119,cpe:2.3:a:php:phpcpe:2.3:a:php:phpcpe:2.3:a:php:phpcpe:2.3:a:php:phpcpe:2.3:o:canonical:ubuntu_linux:12.04cpe:2.3:o:canonical:ubuntu_linux:14.04cpe:2.3:o:canonical:ubuntu_linux:16.04cpe:2.3:o:canonical:ubuntu_linux:17.10cpe:2.3:o:debian:debian_linux:7.0cpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2018-7600,11/14/2020,3795,NVD,"remote,webapps",Drupal ,Drupal,Arbitrary Code Execution,20,cpe:2.3:a:drupal:drupalcpe:2.3:a:drupal:drupalcpe:2.3:a:drupal:drupalcpe:2.3:a:drupal:drupalcpe:2.3:o:debian:debian_linux:7.0cpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2018-7602,11/14/2020,10530,Shodan.io,"remote,webapps",Drupal,Drupal,Code Execution,NVD-noinfo,cpe:2.3:o:debian:debian_linux:7.0cpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0cpe:2.3:a:drupal:drupalcpe:2.3:a:drupal:drupalcpe:2.3:a:drupal:drupalcpe:2.3:a:drupal:drupal,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Insufficient_Info,None,Partial,Partial,Partial
CVE-2018-8011,11/14/2020,69124,NVD,"remote,dos,webapps",Apache HTTP Server ,Apache,Denial of Service,476,cpe:2.3:a:apache:http_server:2.4.33cpe:2.3:a:netapp:cloud_backup:-,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",,NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,None,None,High,5,MEDIUM,2.9,10,Network,Low,None,None,None,Partial
CVE-2018-8045,11/14/2020,61,NVD,"remote,webapps",Joomla!,Joomla,SQL Injection,89,cpe:2.3:a:joomla:joomla\!,Mumbai,"Apache httpd,nginx,Microsoft IIS httpd",NVD,8.8,HIGH,5.9,2.8,Network,Low,Low,None,Unchanged,High,High,High,6.5,MEDIUM,6.4,8,Network,Low,Single,Partial,Partial,Partial
CVE-2018-8581,11/14/2020,19469,NVD,local,Microsoft Exchange Server,Microsoft,Privilege Escalation,264,cpe:2.3:a:microsoft:exchange_server:2010cpe:2.3:a:microsoft:exchange_server:2013cpe:2.3:a:microsoft:exchange_server:2016cpe:2.3:a:microsoft:exchange_server:2019,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",,NVD,7.4,HIGH,5.2,2.2,Network,High,None,None,Unchanged,High,High,None,5.8,MEDIUM,4.9,8.6,Network,Medium,None,Partial,Partial,None
CVE-2018-9861,11/14/2020,2107,NVD,"remote,webapps",CKEditor ,CKEditor Ecosytem,Cross-Site Scripting,79,cpe:2.3:a:ckeditor:enhanced_imagecpe:2.3:a:drupal:drupalcpe:2.3:a:drupal:drupal,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,Low,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2019-0190,11/14/2020,231642,NVD,"remote,dos,webapps",Apache HTTP Server ,Apache,Denial of Service,20,cpe:2.3:a:apache:http_server:2.4.37cpe:2.3:a:openssl:opensslcpe:2.3:a:netapp:santricity_cloud_connector:-cpe:2.3:a:oracle:enterprise_manager_ops_center:12.3.3,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,MongoDB",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,None,None,High,5,MEDIUM,2.9,10,Network,Low,None,None,None,Partial
CVE-2019-0196,11/14/2020,3355126,NVD,"remote,webapps",Apache HTTP Server ,Apache,Memory Leak,416,cpe:2.3:a:apache:http_servercpe:2.3:o:canonical:ubuntu_linux:14.04cpe:2.3:o:canonical:ubuntu_linux:16.04cpe:2.3:o:canonical:ubuntu_linux:18.04cpe:2.3:o:canonical:ubuntu_linux:18.10cpe:2.3:o:debian:debian_linux:9.0,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",Apache httpd,NVD,5.3,MEDIUM,1.4,3.9,Network,Low,None,None,Unchanged,None,None,Low,5,MEDIUM,2.9,10,Network,Low,None,None,None,Partial
CVE-2019-0197,11/14/2020,3355126,"NVD,SecurityFocus","remote,dos,webapps",Apache HTTP Server ,Apache,Denial of Service,444,cpe:2.3:a:apache:http_server,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",Apache httpd,NVD,4.2,MEDIUM,2.5,1.6,Network,High,Low,None,Unchanged,None,Low,Low,4.9,MEDIUM,4.9,6.8,Network,Medium,Single,None,Partial,Partial
CVE-2019-0211,11/14/2020,3355130,Shodan.io,"local,webapps",Apache HTTP Server,Apache,Privilege Escalation,264,cpe:2.3:a:apache:http_servercpe:2.3:o:fedoraproject:fedora:29cpe:2.3:o:fedoraproject:fedora:30cpe:2.3:o:canonical:ubuntu_linux:14.04cpe:2.3:o:canonical:ubuntu_linux:16.04cpe:2.3:o:canonical:ubuntu_linux:18.04cpe:2.3:o:canonical:ubuntu_linux:18.10cpe:2.3:o:debian:debian_linux:9.0cpe:2.3:o:opensuse:leap:15.0cpe:2.3:o:opensuse:leap:42.3,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",Apache httpd,NVD,7.8,HIGH,5.9,1.8,Local,Low,Low,None,Unchanged,High,High,High,7.2,HIGH,10,3.9,Local,Low,None,Complete,Complete,Complete
CVE-2019-0215,11/14/2020,539579,NVD,"remote,webapps",Apache HTTP Server,Apache,Unauthorised Access,284,cpe:2.3:a:apache:http_server:2.4.37cpe:2.3:a:apache:http_server:2.4.38cpe:2.3:o:fedoraproject:fedora:29cpe:2.3:o:fedoraproject:fedora:30,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",Apache httpd,NVD,7.5,HIGH,5.9,1.6,Network,High,Low,None,Unchanged,High,High,High,6,MEDIUM,6.4,6.8,Network,Medium,Single,Partial,Partial,Partial
CVE-2019-0217,11/14/2020,407329,Shodan.io,local,FreeBSD,Freebsd,Privilege Escalation,362,cpe:2.3:a:apache:http_servercpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0cpe:2.3:o:fedoraproject:fedora:29cpe:2.3:o:fedoraproject:fedora:30cpe:2.3:o:canonical:ubuntu_linux:12.04cpe:2.3:o:canonical:ubuntu_linux:14.04cpe:2.3:o:canonical:ubuntu_linux:16.04cpe:2.3:o:canonical:ubuntu_linux:18.04cpe:2.3:o:canonical:ubuntu_linux:18.10cpe:2.3:o:redhat:enterprise_linux:7.0cpe:2.3:o:opensuse:leap:15.0cpe:2.3:o:opensuse:leap:42.3,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",Apache httpd,NVD,7.5,HIGH,5.9,1.6,Network,High,Low,None,Unchanged,High,High,High,6,MEDIUM,6.4,6.8,Network,Medium,Single,Partial,Partial,Partial
CVE-2019-0220,11/14/2020,5568223,NVD,"remote,webapps",Apache HTTP Server,Apache,Unauthorised Access,399,cpe:2.3:a:apache:http_servercpe:2.3:o:opensuse:leap:15.0cpe:2.3:o:opensuse:leap:42.3cpe:2.3:o:debian:debian_linux:8.0cpe:2.3:o:debian:debian_linux:9.0cpe:2.3:o:fedoraproject:fedora:28cpe:2.3:o:fedoraproject:fedora:29cpe:2.3:o:fedoraproject:fedora:30cpe:2.3:o:canonical:ubuntu_linux:14.04cpe:2.3:o:canonical:ubuntu_linux:16.04cpe:2.3:o:canonical:ubuntu_linux:18.04cpe:2.3:o:canonical:ubuntu_linux:18.10,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",Apache httpd,NVD,5.3,MEDIUM,1.4,3.9,Network,Low,None,None,Unchanged,Low,None,None,5,MEDIUM,2.9,10,Network,Low,None,Partial,None,None
CVE-2019-0708,11/14/2020,246143,Shodan.io,"remote,dos",Remote Desktop Protocol,Microsoft,Denial of Service,20,cpe:2.3:o:microsoft:windows_7:-:sp1cpe:2.3:o:microsoft:windows_server_2003:-:sp2cpe:2.3:o:microsoft:windows_server_2003:-:sp2cpe:2.3:o:microsoft:windows_server_2003:r2:sp2cpe:2.3:o:microsoft:windows_server_2008:-:sp2cpe:2.3:o:microsoft:windows_server_2008:r2:sp1cpe:2.3:o:microsoft:windows_server_2008:r2:sp1cpe:2.3:o:microsoft:windows_vista:-:sp2cpe:2.3:o:microsoft:windows_xp:-:sp2cpe:2.3:o:microsoft:windows_xp:-:sp3,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",,NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,10,HIGH,10,10,Network,Low,None,Complete,Complete,Complete
CVE-2019-10129,11/14/2020,0,NVD,remote,PostgreSQL,Postgresql,Arbitrary File Read,200,cpe:2.3:a:postgresql:postgresql,,,NVD,6.5,MEDIUM,3.6,2.8,Network,Low,Low,None,Unchanged,High,High,None,4,MEDIUM,2.9,8,Network,Low,Single,Partial,None,None
CVE-2019-10130,11/14/2020,3924,NVD,"remote,local",PostgreSQL,Postgresql,"Privilege Escalation,Arbitrary File Read",284,cpe:2.3:a:postgresql:postgresqlcpe:2.3:a:postgresql:postgresqlcpe:2.3:a:postgresql:postgresqlcpe:2.3:a:postgresql:postgresql,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",PostgreSQL,NVD,4.3,MEDIUM,1.4,2.8,Network,Low,Low,None,Unchanged,Low,None,None,4,MEDIUM,2.9,8,Network,Low,Single,Partial,None,None
CVE-2019-10149,11/14/2020,263862,Shodan.io,"remote,local",Exim,Exim,"Code Execution,Privilege Escalation",20,cpe:2.3:a:exim:exim,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",Exim smtpd,NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2019-10164,11/14/2020,0,NVD,remote,PostgreSQL,Postgresql,Buffer Overflow,119,cpe:2.3:a:postgresql:postgresqlcpe:2.3:a:postgresql:postgresqlcpe:2.3:o:redhat:enterprise_linux:8.0,,,NVD,8.8,HIGH,5.9,2.8,Network,Low,Low,None,Unchanged,High,High,High,9,HIGH,10,8,Network,Low,Single,Complete,Complete,Complete
CVE-2019-10691,11/14/2020,814,NVD,"remote,dos",Dovecot,Dovecot,Denial of Service,287,cpe:2.3:a:dovecot:dovecotcpe:2.3:o:opensuse:leap:15.0,"Tokyo,London,Dublin,Singapore,Amsterdam,Mumbai,Paris,Montreal",,NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,None,None,High,5,MEDIUM,2.9,10,Network,Low,None,None,None,Partial
CVE-2019-10909,11/14/2020,41704,NVD,"remote,webapps",Symfony ,Symfony,Cross-Site Scripting,79,cpe:2.3:a:sensiolabs:symfonycpe:2.3:a:sensiolabs:symfonycpe:2.3:a:sensiolabs:symfonycpe:2.3:a:sensiolabs:symfonycpe:2.3:a:sensiolabs:symfonycpe:2.3:a:drupal:drupalcpe:2.3:a:drupal:drupal,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,5.4,MEDIUM,2.7,2.3,Network,Low,Low,Required,Changed,Low,Low,None,3.5,LOW,2.9,6.8,Network,Medium,Single,None,Partial,None
CVE-2019-10945,11/14/2020,290,Shodan.io,"remote,webapps",Joomla!,Joomla,"Directory Traversal,Arbitrary File Deletion",22,cpe:2.3:a:joomla:joomla\!,"London,Dublin,Singapore,Amsterdam,Sydney,Mumbai,Montreal","Apache httpd,nginx,Microsoft IIS httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,HIgh,HIgh,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2019-10946,11/14/2020,120,NVD,"remote,webapps",Joomla!,Joomla,endpoint callable for unauthenticated users,284,cpe:2.3:a:joomla:joomla\!,"London,Dublin,Singapore,Amsterdam,Sydney,Mumbai","Apache httpd,nginx,Microsoft IIS httpd",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,None,None,High,5,MEDIUM,2.9,10,Network,Low,None,None,Partial,None
CVE-2019-11034,11/14/2020,355985,NVD,"remote,dos,webapps",PHP,php,"Information Disclosure,Denial of Service",119,cpe:2.3:a:php:phpcpe:2.3:a:php:phpcpe:2.3:a:php:phpcpe:2.3:o:canonical:ubuntu_linux:12.04cpe:2.3:o:canonical:ubuntu_linux:14.04cpe:2.3:o:canonical:ubuntu_linux:16.04cpe:2.3:o:canonical:ubuntu_linux:18.04cpe:2.3:o:canonical:ubuntu_linux:18.10cpe:2.3:o:canonical:ubuntu_linux:19.04cpe:2.3:a:netapp:storage_automation_store:-,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.1,CRITICAL,5.2,3.9,Network,Low,None,None,Unchanged,High,High,None,6.4,MEDIUM,4.9,10,Network,Low,None,Partial,None,Partial
